_id,title,description
65348c49871397dbcadbf3e50388c0aba90fbf4521b9dc24ba3c774905801fc2,"Jhunjhunwalas re-enter Indiabulls Realty, add more of Federal Bank in Q2 - Economic Times","Rakesh Jhunjhunwala owned 50,00,000 shares or 1.1 per cent stake in Indiabulls Real Estate as of September 30."
9af304cafba093c83e3f3c77f4331cd9979ad4b6eadb5387a072884c3e0e0f6b,Nykaa IPO price band announced. Key things to know in 10 points - Mint,Nykaa IPO comprises a fresh issue of equity shares worth  ₹630 crore and OFS of 4.19 crore shares by promoters and existing shareholders
17734d8d802bd12994eaeb2142460595887d8173cf8c7a5ddf2a3a036a83f9f2,"Mercedes-Benz India Launches The Retail Of The Future Sales Programme, New Method Of Selling Vehicles - carandbike","Under ROTF, the brand will directly sell its cars to customers, while its dealerships will deliver the cars while also ensuring servicing and other deliverables."
3b6c199b2ae72aea0615230e566801c22a5ab9a4c6eafccacbaccf1486e1c9e7,Zee Business LIVE | 22nd October 2021 | Business & Financial News | Stock Market | News Updates - Zee Business,"Zee Business LIVE | Business & Financial News | Stock Market | Trading | Business News LiveIn the segment you can watch latest business news, stock market ne..."
08b0a36ea85008e04c68e86976a269663cc5a57b1a2784010a0672f820490297,Reliance Q2 Earnings: What to Expect? - Investing.com India,"The Financial News section features stock market news in addition to stories about bonds, forex, commodities and economic releases."
5298ee6a1edd6cde85e2958a001e98b1483054f88f78099044a549f3a1aa5e0b,Lupin ropes in Hrithik Roshan for ayurvedic energy supplement brand - Moneycontrol,The Mumbai-based company has brought in the actor as brand ambassador for LupinLife’s Be One brand.
43b93e80f3e85622e445440520ae8470a139a64ff1be433908ed8a37aa0838d3,Yes Bank Q2 Results: Net Profit Up 74% On Lower Provisions - BloombergQuint,Yes Bank saw its net profit for Q2 rise 74% year-on-year on lower provisions.
410f30b3fd6d8e31291a348886be4be1a93d9dfa8e8c320cdf4eea9b8477e2af,Curefoods acquires a slew of cloud-kitchen brands to step up Thrasio for food play - Moneycontrol.com,The startup has acquired six cloud kitchen brands and is looking at another 25 to expand footprint across multiple cities
9be8be78f6bdf2030b7cfdc62beb57fe08146d331a84dd900ac032b48db1c197,"Arbitration panel rejects Future's plea on Reliance deal in dispute with Amazon - Moneycontrol",Amazon has been locked in a tussle with Future and accuses it of breaking contracts when it sold its retail assets to Indian market leader Reliance last year. Future denies any wrongdoing
97a52fe2f7c958b2adbce320befcf86d395d15d2cec8c995a2379c0759fb3a26,"Digital lenders' poor governance standards have shaken trust, RBI 'inundated' with complaints, says deputy... - Moneycontrol","The RBI has been flooded with complaints of harsh recovery methods, fraudulent practices and data privacy issues, M Rajeshwar Rao has said"
a1662a2f1208f7b40760b66c9c2a7881c1c996fc726922cbc5e51bc4291a39b9,EXCLUSIVE details on Royal Enfield Himalayan 650 revealed! - BikeWale,Royal Enfield has been working on a range of brand new motorcycles and the Himalayan 650 is one of them. This bike is potentially the most rumoured bike in Indian two-wheeler industry.
4e7baf6662559524c5f6f1bf878f9d3957f3e0b24afdd08c137b537d58ab009c,"Zee-Invesco row: Zee argues holding EGM is illegal, Bombay HC to hear the matter on October 26 - Moneycontrol.com",The counsel appearing for Zee said that Zee believes that holding EGM is illegal.
768b11775868bcc058e9d1b5aecab2ff264f1e213b043b93300d8eb84b87a88c,"Anand Mahindra's Suggestion To Ola CEO Bhavish Aggarwal - NDTV","Ola CEO Bhavish Aggarwal on Thursday stepped out for a cup of coffee at Bengaluru's Araku Cafe - and got the nod of approval from Mahindra Group Chairman Anand Mahindra for his choice."
70ff3c4ab7ed1fed65707663dba1f1eef83c13ebf6c8ea196419097f2231bc88,"TVS Motor loses production of 25,000 Apache bikes amid chip shortages - Moneycontrol.com","The Apache brand of motorcycles has helped TVS become the leader in not just the 150cc to 200cc segment, but it has become the highest-selling brand in the 125cc to 200cc motorcycle segment as well"
9e68d2c695de84b0c5511364dca80745bc0bfef4d34a8134c0cefc58cb5bbea0,"Petrol and diesel prices hiked for third straight day, hit fresh highs; check fuel rates in your city today - The Indian Express","Petrol and Diesel price today in Delhi, Mumbai, Kolkata, Chennai, Bengaluru, Hyderabad, Jaipur: Petrol price in Delhi stands at Rs 106.89 per litre while diesel is available for Rs 95.62. In Mumbai, petrol is retailing at Rs 112.78, while diesel costs Rs 103.…"
50ef15a4dbe3b7ed9c3a62771f7ef2b626b998b555a1c1965984ed3c3668d0be,Gold Price Forecast: XAU/USD to push above stiff resistance at $1795 - FXStreet,"On the final trading day of the week, gold bulls have regained poise. In the view of FXStreet’s Dhwani Mehta, XAU/USD eyes a firm break above $1795 am"
efc85f2c124aa7e2ccd6c8c9d1a35d73647fa456aab34eef2fb7cd36b5cd022e,Apple takes on Tesla by hiring its former Autopilot software director - The Verge,"According to a report by Bloomberg, Apple has hired away Tesla’s former Autopilot software director. Apple is bringing CJ Moore on board to work on its self-driving software. CJ Moore previously criticized Tesla CEO Elon Musk for making exaggerated full self-…"
a9995702ba516660e049e261891a6bfbf38b3c6879784a9d899f33b849bbb856,Watch this spectacular video that captures the breathtaking visuals of Bengaluru on Diwali night - OpIndia,null
5bba25d7c9eac6d74144a80bdac9a8c9a96d52e2b54fd9ac7d6feaaf000ee56d,New Honda Compact SUV Teased Officially - Debut On 11th Nov - RushLane,"All new Honda Compact SUV is set to make its global debut on 11th Nov. It is expected to be a rival to Nexon, Venue, Sonet."
5746084e61f318b468c86422b70bd1626bbdb6b27c6c9d2acfa3ef3e55267b3d,2021 Bajaj Pulsar 250: Five pros and cons explained - HT Auto,Bajaj Pulsar 250 comes based on a new engine and platform but still manages to carry over the typical Pulsar DNA.
ef5221ee408e45577df7aa6b4df46f67e588bc3ef396f7384fb579e35bf2a3e3,Divi’s Laboratories Q2 net profit rises 17% to Rs 606 crore - Moneycontrol.com,"The company had posted a net profit of Rs 519.59 crore for the corresponding period of the previous fiscal, Divi’s Laboratories said in a filing to the BSE."
fd5f1ca0f0f859237498f13d9e9dd0b3d03ce3c39e08a9813013bc7ad63bf94e,"“The Metaverse Promises To Be Much More Interoperable” – Mark Zuckerberg On NFTs, DeFi, And Crypto - ZyCrypto",Meta’s Mark Zuckerberg has his eyes fixed on the big picture; a more decentralized and interoperable metaverse that will allow users in the
5a2f1b547037e65a43e626c6df332461691d9087d357b7faa7b5e930f2db0e8d,"Warren Buffett's Berkshire Hathaway boosts operating profit, cash hoard sets record - Mint",That surpasses the previous record of $146.6 billion in cash that Berkshire held at the end of the second quarter of 2020.Berkshire has continued throwing off cash faster than Buffett can put it back to work through deals or buybacks
0f398c9fa508f8074dbeb5bda643316583dc9aeb0b32d09d012eaeb30b805eda,MG Astor vs Kia Seltos in a classic drag race: Who will win? - CarToq.com,The mid-size compact SUV segment is quite popular in India market. In the last couple of years several new models have entered in this segment increasing the competition. In 2019 Kia launched Seltos and since then it is having a successful run in the segment.…
37ff5d46c1350649ba414eb80fbfebd106ecc86e167ab71f888f81ee64e5cf50,Market gains after 2 weeks of losses. 82 smallcaps gain 10-30% in truncated week - Moneycontrol.com,The broader indices outperformed the main indices with BSE Midcap and Smallcap indices rose 3 percent each in the last week.
60666b4bb4c4afff6bdf4efff05e3eeec3734639aa04f0566a056796e8a22aab,"Primary market update: Three IPOs to hit the Street, two stocks to make a debut next week - Moneycontrol.com","Initial public offerings of three companies - Paytm, Sapphire Foods and Latent View Analytics - will hit the Street raising nearly Rs 21,000 crore in the coming week. Read on to know what experts have to say about these IPOs"
60abf4462393f7d6034d4a0ffc578afbfbb4da3cba4857fe06857b5a33aebcca,5 new cars launching early next year: Maruti Suzuki Baleno Facelift to 2022 Mahindra Scorpio - CarToq.com,"2021 is almost over and we saw many new car launches this year. Automobile manufacturers have already started working on new launches for the next year. Today we list down 5 such cars that we will be launching early next year. There will be a sedan, a SUV, a …"
f7c0cccf8eb72af76f255749fc886f8967e9f52586d9ef4db913da48fd142cbc,‘One should put in efforts and stop fretting over the end results’: Rakesh Jhunjhunwala shares his success mantra with Shraddha Kapoor - OpIndia,null
474624ad62231ca5125d980ad403bb2a7746676808e513f30f8908b965400d7d,"Edtech sector to consolidate in hiring, investments as schools, colleges open: Experts - Moneycontrol","The pandemic has drastically changed the way of teaching and learning, and the funding for ed-tech has remained bullish leading to the adoption of advanced technology, growth in both revenue as well as hiring, CIEL HR Services Director and CEO Aditya Mishra t…"
6379fb6c2c38eef5dd1279d9de36dd07954daf2ce233710de0307425bcfe1df4,"Here's How To Determine Whether Crypto Investment Is Useful - NDTV Profit","Despite the risks, cryptocurrency can help you earn much more quickly than most other such tools."
a33f2f45d23245d3e6030cd3972e504eb39bedfef56096223bb7b6581a970b8f,Check Out This Lovely Royal Enfield Classic 350-Based Cafe Racer - GaadiWaadi.com,"This beautiful cafe racer, built by Delhi-based Neev Motorcycles, is actually a heavily customised Royal Enfield Classic 350"
c2c41200b37365addb924b43a3fcf15aa02964f355c56dfdeac5b090a44d8153,Is Pfizer CEO Albert Bourla Arrested In Fraud Case Explained - Get India News,"Is Pfizer CEO Albert Bourla Arrested In Fraud Case Explained: It seems like the CEO of Pfizer naming Albert Bourla, has been arrested for fraud in the month of November"
66f8e62333db94f3d8e8cbcdaa33fd85b09f44c1e42b444f77858c6cd2882796,Uday Kotak on the problem with central bank money-printing - Mint,"'It distorts value and values. Like climate change it is the future generation’s problem. We need to solve it not kick the can. Future is here. Future is now,' Uday Kotak said in a tweet"
751754e000708d550ebf383c37d50dfa880841c1f8471b1a5d63605fff88d834,"Jefferies Group’s Christopher Wood bullish on Indian equities, Bitcoin: Report - Moneycontrol","Christopher Wood also reduced exposure to gold by 5% in his Japanese portfolio in favour of Bitcoin, a move that is being viewed as the cryptocurrency being the better option in hedging against inflation"
9b3af6c8f9c5eb109988b4a570d91415f55a36ee5d7cd6976b58adf5e373870f,"Mukesh Ambani not moving to London or anywhere else, says Reliance after buying James Bond mansion for Rs 600 crore - The Financial Express",null
bd03a36ea0f3b344d79b5bc5900b76e212b8754271dfb797b95d15af438521c0,"Citibank services to be down for 45 minutes on November 8. Here's what you need to know - Moneycontrol",Some banks have shown “preliminary interest” in acquiring Citi’s retail operations as it plans to exit the business in 13 countries.
10db08092cbf6c9e13b5a678c61f3f794ecd35db74719ee4a7949a14f0b8fd02,"Elon Musk asks Twitter if he should sell his Tesla stocks worth USD 21 billion - Here's why - DNA India","Elon Musk asks Twitter if he should sell his Tesla stocks worth USD 21 billion - Here's why - Elon Musk had challenged the UN saying that he would sell his Tesla stocks if they provided him with a good plan that would solve world hunger"
dedae88bfd734035e16c57361af3827af4f83d77e56cd1b611b6cd013b78e723,What to do if you put the wrong fuel in your car - Moneycontrol.com,"If you've put petrol in a diesel car, do not turn the key in the ignition; the engine damage can be extensive and expensive. Putting diesel in a petrol car is a relatively smaller - and rarer - problem."
d8654b10bfba7af6dfc1633cb37d21f4404b49dbeabbdadb01c718fe8338ec1c,Maruti Suzuki to hike car prices again? This is what the car maker says - Mint,"In the second quarter, the material cost to net sales ratio had gone up to a very high figure of 80.5 per cent, said MSI"
4ac40bde01065063edc10c4801f87d7efeb0daeee51a6b71929330b4a7b9cfd0,"India's longest drone flight conducted in Haryana for HPCL, claims robotics firm - Economic Times",The flight took place to survey the pipeline of HPCL that runs between Delhi and Haryana.
4907c41d41cbe71eea1e77cf442300d922c2290ad185b4c8ef5d847ea0eb9fbb,"China Posts Robust Export Growth in October, Beats Estimate - Bloomberg",null
34f806c43c07508c14462d25f236de84e69b2c876870c023bb40d07e2ce81c4a,"Supply chain problems crimp profit at Warren Buffett's Berkshire Hathaway; cash sets record - Moneycontrol","Working revenue fell in need of analyst forecasts, harm by the disruptions in addition to prices related to Hurricane Ida and flooding in Europe, inflicting underwriting losses on the Geico automotive insurer and different insurance coverage companies to grea…"
510f7a0d8225b4ca28af53378a9f7310892eaef4c0a4a058017e982f99a854f7,Polkadot Adds Shell As First Parachain On Its Network - Crypto Daily,"The Polkadot ecosystem is seeing significant expansion, and after considerable anticipation, Polkadot has finally released its first parachain. Polkadot will now begin its parachain auctions, with hundreds of projects in the running for a spot on the blockcha…"
8a9151a272194d3d9b31d2f057154b5d44c1b322ad430a8a370507e243f9c40d,Maruti-Toyota Midsize SUV To Target 5-Star GNCAP Rating - Report - GaadiWaadi.com,The midsize SUV developed by Maruti Suzuki and Toyota will have in-car connectivity based features as well in its top-end variants reportedly
e24cc8fda2519eacac6ee7b43ece05dd89e9140ae3ce9a34ba483446d8ef2e18,"Top cryptocurrency news on November 07: Major developments on Bitcoin, NFTs & investment - Moneycontrol.com","A daily round-up of the most interesting articles on cryptocurrencies like Bitcoin, Ethereum and Tether to help jump-start the day."
eb3092c0f72c159f2a4098129507e6c10bb5d107db2bcf9ebf7e4be8d26918e4,"Honda’s new SUV ZR-V to debut next week, likely to replace WR-V in India soon - HT Auto","Honda’s new SUV ZR-V, based on City platform, likely to replace WR-V in India soon: Honda has confirmed that the new SUV, based on the same platform used for Honda City, will break cover on November 11. Seen as a replacement model for WR-V, the new Honda SUV …"
4b1acbc2f418ad693d30fc546683138a6d2080e648cd5e2d98505edae07c01db,Pakistan accepts costliest-ever LNG cargo amid gas crisis - DAWN.com,Pakistan LNG Limited floats emergency bids for November after two firms default on their commitments.
c73c87010a574a6442dd726024ebed88ac3c8515b2408d1a2d3522d8ba2641f9,M-cap of eight of top-10 most-valued companies jumps over Rs 1.18 lakh crore - Moneycontrol.com,"A special one-hour Muhurat trading session was held on Diwali (November 4) to mark the beginning of the traditional Hindu calendar year, called 'Vikram Samvat'."
057918c390e8722b99764340990ed308394a155ec9acf0e938e674bbb577f153,"Sensex Rises Over 1% In Diwali Week, Makes A Comeback After 2 Weekly Losses - CNBCTV18",Sensex and Nifty50 rose more than one percent each in the holiday-shortened week that ended with a special one-hour session on Diwali.
3fcd169de58e1573910fa10868168f28c324e89ae9ff7fbeb6961e3a81d5bc29,"Tech giants prepare for metaverse, a concept that’s still in the making - The Indian Express","If Facebook wants to build the metaverse, Microsoft wants its mesh platform to be a core link that connects many virtual environments together."
db955e93fac6ec0edcb54aea90a41d45d2111647d1df8bf8d6c5fb1d58a8b537,Why Did Shiba Inu Cryptocurrency Suddenly Rise To Prominence? - NDTV Profit,Shiba Inu was created in August 2020.
0324f02e3eedbabf4c1bbd1725d74b798a81cb5883c1b9c6260541b71f1d6c77,"Paytm, Sapphire Foods, Latent View Analytics IPOs open this week. Details here - Mint","The IPOs of Paytm, Sapphire Foods India and Latent View Analytics are scheduled to open on November 8, November 9 and November 10, respectively."
68c74403ce11cb5f11c8fbefb8b308db96953b93e63c8a042acc02b0df590369,Tata Punch Accomplished trim with Dazzle pack in a walkaround video - CarToq.com,Tata launched their all-new product Punch micro SUV in the market. The micro SUV from Tata Punch is currently the safest car in the country. It had scored the highest at Global NCAP crash test. Tata Punch competes with cars like Mahindra XUV700 and Maruti Ign…
a3c0ec61fd69b9293d7ab92a2284f6ae2a5071132daa08151c070ae7871317b1,Binance BNB Price Analysis: BNB Coin close in on ATH amid Porto FC partnership - Coingape,"Binance, the world’s largest crypto exchange announced a multi-year partnership with one of Europe’s top professional football clubs - FC Porto. As an official Fan Token Partner for FC Porto, the club’s Fan Token will be issued via the Binance Launchpad, ther…"
99ca747a1abc8c8456359c9a20d643dbdc9240c563351dc224764876903d8c70,"Telecom to do better in next 2 yrs, don’t miss digital companies: Raamdeo Agrawal - Economic Times",“We are booking our space in a few of the digital companies but we are very cautious in terms of what we are buying.”
e41fdc5b93962616e1269c7d745a7bc1a182dc70f2673d9632ff0eea20bda0a9,"Hyundai Diwali Discounts Nov 2021 – Santro, i10 Nios, Aura, Kona - GaadiWaadi.com",Hyundai India is offering deals and benefits worth up to a maximum of Rs. 1.5 lakh on its vehicles this Diwali season
163d9f712a1c59408a0b6b5a86f7214b042d17a5c37d2400fc95f3b6f2560ec7,"Post demonetisation, notes in circulation on rise; so are digital payments - Moneycontrol.com","Five years after the demonetisation, currency notes in circulation continue to rise albeit at a slower pace even as digital payments surge with more and more people embracing cashless payment modes."
01608d6de0cea5fb1bd8a2dd6cade38cc944671300be31d8b685ed027eb22c5b,Data breach at CDSLs KYC arm exposed 43.9 mn investors details: CyberX9 - Business Standard,"A vulnerability at a CDSL subsidiary, CDSL Ventures Limited, has exposed personal and financial data of over 4 crore Indian investors twice in a period of 10 days, according to startup CyberX9."
224ad7bdc7c84da36009161bdac8b49ea0ea2a158cd83e6bbca2ffcbd631a55a,Trade setup for Monday: Top 15 things to know before Opening Bell - Moneycontrol.com,"We believe 18,050 (20-Day SMA) will act as a strong resistance in the near future, said Karan Pai of GEPL Capital."
e89ff49c835833011f7fc47ec4b954882311c60f6dc5574f80e9147a669a1e89,JLR expects gradual recovery in semiconductor situation to begin in second half of FY22 - Moneycontrol,The British multinational automotive company in the meantime will continue to take steps to contain the impact of the shortage on its operations across the globe.
7fafa3d236e2e11c981117456b4af4862a344134de7fb84f344e38aff19ff935,Future Retail independent directors ask CCI to revoke nod for Amazon-Future Coupons deal - Moneycontrol.com,"Independent directors write to Competition Commission alleging that Amazon concealed information that it was acquiring strategic, material and special rights over Future Retail."
db06d219a22a129fa86f3580bad4eeaa2f8c322ed906012f3398380d0c8315eb,Mahindra XUV700 and Tata Safari in an interior space comparison - CarToq.com,"Mahindra XUV700 was one of the anticipated SUV from the manufacturer this year. Mahindra surprised everyone with the pricing of XUV700 and it received an overwhelming response from customers for the same reason. It now competes with cars like Hyundai Alcazar,…"
d1f646c14876f366560ca606a80d4a24b06e9d764f300e309623b9991c3c2332,"EV maker Rivian boosts IPO price range, aims for $65 billion valuation - Moneycontrol.com","The company, which last month disclosed nearly $1 billion in losses for the first half of this year, said it will sell 135 million shares at a price range of between $72 and $74 each and raise nearly $10 billion."
72b5f75bf5db908b79ac446dcf3b292784668c759a5dcdf0037a9992605e92db,"BTC, DOGE and SHIB Price Analysis for November 7 - U.Today",How great are the chances to see a continued rise of the meme coins?
8c04fe04253d7eeaea5962183703eb4676e82c06d43b61372a25d014e3ff31f9,Honda City Based Midsize SUV Concept To Be Revealed On Nov 11 - GaadiWaadi.com,Honda midsize SUV based on the City sedan is expected to be powered by the familiar 1.5-litre i-VTEC petrol engine
bcef04e91b94b59791c3bc8783cfc28af694d7f5f8b0b5111eb408685a4a89d5,"Google's philanthropic arm announces $2.5 million grant to 3 Indian nonprofits for women empowerment - Moneycontrol","Google had earlier announced plans to support 1 million rural women entrepreneurs in the country as part of its 'Women Will' programme"
5d94257d14fbbd5855dfaa6b63b7e93bfb7887aeda0a3492c538398beb2bf5c0,"Buy now, pay later set to surge over ten-fold in India - Economic Times","Redseer estimates India's BNPL market will rocket to $45-50 billion by 2026 from $3-3.5 billion now. The research firm also estimates that the number of BNPL users in the country may rise to 80-100 million customers by then, from 10-15 million currently."
1b5822f6536e0ebfb584da6cfab8cca517b275710611bcfd4c24f259e2c7adc1,Gainers & Losers: 10 stocks that moved the most on November 8 - Moneycontrol.com,"Except pharma and bank, all sectoral indices ended in the green with capital goods, PSU bank, IT, metal, power, oil & gas and realty indices were up 1-2 percent. The BSE midcap index rose 1.2 percent and smallcap index added 0.78 percent"
efcbd83ae7ecd3cc8874ed131a23fe8681e0a6cd7b27a05edfe4245f073ccfdc,"Square Enix Contemplates 'Robust Entry' Into Blockchain Games as Part of Business Strategy – Bitcoin News - Bitcoin News","Square Enix, a leading gaming company, acknowledged the importance of blockchain gaming and NFTs for the future of the company."
cfc235db2351b64c009d5a8934a47c3f9410dbef5581246949312b7dcd88114a,"Shiba Inu Sees Record Speculative Frenzy, Snaps 5-Week Winning Trend - CoinDesk",Previous episode of speculative frenzy in SHIB paved the way for a 90% price crash.
f5f0c6e4be00d1516af890ff003511f079ad2ae157999df8d436e10650a512eb,"Elon Musk may sell $21 billion Tesla stock after Twitter poll says 'Yes'; analysts warn of share price fall - The Financial Express",null
9a23f06524f5126ac58abe3ef12ebc31b860525d6cccb9614fe019bbb40829a2,"Motherson Sumi Systems' board approves fundraising of up to Rs 1,000 crore via NCDs - Moneycontrol","The company’s board of directors in its meeting held on Monday approved the issuance of rated, listed, unsecured, redeemable NCDs of a face value of Rs 10 lakh each, Motherson Sumi Systems Ltd said in a regulatory filing."
f7ef30db3cf437c37a4eb2711f601eae76fd1eb9efaac68dda51d87809780740,"Britannia Q2 results: Consolidated PAT slumps 23% YoY, misses estimate; sales rise 5.5% - Economic Times","Britannias consolidated total revenue from operations, however, rose 5.5 per cent on-year to Rs. 3,607.4 crore for the reported quarter, which was largely in line with estimates."
ef545511eb71ccec244b5b9510246581497a601490de61509c595087266922c3,Why CCI should revoke the Amazon-Future Coupons deal. Legal experts weigh in - Moneycontrol,"The competition regulator has the grounds and powers to revoke the deal because Amazon had concealed and misrepresented facts, experts said. Moreover, the way in which the US company acquired indirect rights and veto power over a listed company falls foul of …"
b3ed9d65a503adebf3af1d6112ff1075960a282ee3b49f82d727e8e9c5b66fd4,"Closing Bell: Sensex jumps 480 points, Nifty above 18,000; IndusInd Bank slumps - CNBCTV18","Share markets closed over 0.8 percent higher today led by buying in media and PSU Bank stocks. The 30-scrip Sensex closed at 60,545, as it rose 477 points and the Nifty50 index surged 150 points to end at 18,068. The broader markets outperformed the benchmark…"
9fb42d79125f8d8202aa24978d910e23e05009c92dbc14fb358b18cd0ffc82f1,"Stock exchanges to start T+1 settlement cycle from Feb 25, 2022 in phases - Business Standard","Bottom 100 stocks by m-cap to be transitioned first, followed by next bottom 500 stocks in March 2022; phase-wise transition to give all market participants, including FPIs, time to shift"
b247192fca2f1e1df610e0c840fe1d4e8848d053a4e46074c0bff365bf2e93bf,BMW cars lose touchscreen feature due to chip shortage - Team-BHP,"BMW seems to be the latest carmaker that has been affected by the global chip shortage. According to a media report, the chip shortage has forced the German brand to remove the touchscreen functionality on its centrally-mounted infotainment unit. The removal …"
608222a6d249eb0a0b2150724d15966947bd49aca63470a2f911318a559f6e6d,Hyderabad-based Olectra bags Rs 140-crore order from APSRTC - Telangana Today,"Hyderabad-based electric bus manufacturer, Olectra Greentech, part of MEIL Group, has received the letter of award"
29ab34cbc601b2635e98506c763a8d8a3573f765d6b582cc5ae55f57486faddc,Kotak Mahindra Bank announces new home loan interest rates. All you need to know - Mint,"These rates will be applicable for both fresh home loans and balance transfers, and are are available across all loans amounts"
aa726e4742742b4fc275dffa14e3977f839bb93d6ac830c672c6134c1583ce7a,Paytm CEO Visits Tirupati Temple Ahead Of Historic IPO - NDTV,"Paytm is going to utilise the returns from the IPO for various activities like ""acquisition of consumers and merchants and providing them with greater access to technology and financial services""."
a22b7cba9a493a5f7282df5bd0fdf9ea60657368917722a1c77ef7ce84f4ed93,"90% south central Mumbai properties unsold despite low loan rates, stamp duty cuts - Moneycontrol","There are 10,700 housing units currently available for sale in this region, which was formerly the mill land and hence created huge opportunities for development, the report by Anarock Group, a real estate consultancy firm, said."
a7ab85e9adec2adf0954f32433cd5ee26acb8775a5fbf12b8365a683eb0797cd,"Paytm IPO will be a big event for SoftBank, says Masayoshi Son - Moneycontrol.com","SoftBank had first led a $1.4 billion round in Paytm in 2017, valuing it at $7 billion. It led subsequent rounds too, and its current holdings are worth over 2 times what it has invested."
f0a608dde9286d039cef03ed79a72ba54645c400027b3d0ea6721c5fcd4474e4,"IIFL Mutual Fund launches quant fund, NFO open till November 22 - Moneycontrol.com","A quant fund, also known as a smart-beta fund in industry parlance, uses a combination of rules to pick investment ideas."
533e6562ac9f7b8824e150866ad721a887c9305bec67c639be905e0c81438d2f,Mahindra XUV700 outsells Tata Harrier & MG Hector - CarToq.com,"The XUV700 has been an incredible success for the Mahindra. The new SUV has outsold its competitors. Mahindra XUV700 goes against Tata Harrier, MG Hector, Hyundai Alcazar and Tata Safari. Mahindra has discontinued the XUV500 and XUV700 replaces the XUV500 in …"
10570cf31149eb85c807d1147e3cdae00881fcc7cbdf6e9de52c1d806d607909,"On Paytm's big IPO day, Zomato, BigBasket send ""dahi shakkar, basket full of luck"" - Moneycontrol.com","Paytm IPO: On Day 1 of bidding, Paytm’s Rs. 18,300-crore IPO was subscribed 10 per cent, receiving bids for 48.82 lakh equity shares against the offer size of 4.83 crore shares."
6c0cce5180a594d965206f14a4d925d5b03c686d29449deaf732820476f082be,All-new Maruti Suzuki Celerio to be launched in India on 10 November - CarTrade.com,"Maruti Suzuki is preparing to launch the new generation Celerio in India on Wednesday, 10 November 2021. This new Celerio not only uses a new platform - New-gen Celerio News at CarTrade."
6eacb779cb303a1de26aedc0341ad47058c06f6f6f7873343489a92017b0b757,"Divi's Labs pinched by rising costs, slowing generic sales - Mint","Jefferies has downgraded its rating on the Divi's Labs shares to Hold and has downgraded its price target"
7a7e7b8b55bee563e89cccc2b5b1c9a1095c53f8e0d72aad44dd1b11a62f60bc,Reliance exits shale gas business in US - Mint,Reliance Eagleford Upstream Holding sold its interest in certain upstream assets in the Eagleford shale business in Texas
50c3c750594bda424e5ee7f902b45a65e2167527956c1f6c61b4d0bbe6954d3f,Byju’s borrows $1.2 bn to spend on acquisitions - Mint,"The decision has been approved by the board of Think & Learn Pvt. Ltd., the parent entity which owns the Byju’s brand"
adea3a634428f5736ece5cc2cbe0bcd425c6a6df7d8d3fef36df37b60b63cd01,"Bill Gates Might Have Been Richer Than Musk, Bezos Combined If... - NDTV",Bill Gates might have ended up richer than Elon Musk and Jeff Bezos combined by hanging onto Microsoft Corp. rather than selling.
e5ee6f91f84f2bd800fba48a8da3ca67cda92a07533539fcc93847a1e4ba2fb9,"Freshworks employees, others to sell shares worth over $500 million - Moneycontrol",Girish Mathrubootham-led Freshworks had become the first Indian SaaS firm to go public on the US stock exchanges in September this year.
e85419e474f932f4c4de8ec1e7a78199567c81e891b35646921afb08351701a0,"Zerodha's Nithin Kamath shares his take on this adage on nice guys. See post - Mint","“People root for you when you are genuinely nice to everyone you interact with without any expectation,” Zerodha co-founder Nithin Kamath posted on Twitter"
2fcd98672105ece0ae5f1edf71c744d7cbdc56552901daad5abef827b29cc74b,"Zoomcar raises $92 million from SternAegis Ventures, others - Moneycontrol.com",Zoomcar intends to use the proceeds from this financing to grow its car sharing marketplace in India and various select markets across Asia and the MENA (Middle East and North Africa) region.
de364433daedfc299e910163a05eccff341c0b4c2dc5f561a492ce7a1f3473ba,Facebook now Meta? Enter the fully immersive Polker metaverse — don’t miss out - Cointelegraph,"Ahead of the highly anticipated launch of its play-to-earn (P2E) game, Polker has is set to begin the rollout of its metaverse"
2d8c4986267279e325dde77972cf228375dd26ae7860624ff4a66286c8901e68,Gold price at a two-month high but $1835 is the major test – Saxo Bank - kitco.com,"Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices"
09cffd061aced77cf294690caf2c1d66bdae66f0e8e6f463e97b880d25e1f4fc,"Centre likely to move modified cryptocurrency bill at start of Parliament's Winter Session - Moneycontrol.com",Sources told CNBC TV-18 that finance ministry officials are working towards modifying the proposed cryptocurrency legislation.
8d8ac0e2ee75ab33522f67418165adf34b07395efa08a705474aa2673ab91628,V-Mart Retail Q2 loss at Rs 14 crore - Moneycontrol.com,"The value fashion and lifestyle products retailer had posted a net loss of Rs 18.96 crore in July-September period a year ago, it said in a regulatory filing."
34e6e4212a94a5beb4d982a2db928cdb5d4feaf9f6a454b0f92d976297ac3397,"Elon Musk: I'll sell 10% of Tesla stock based on Twitter poll - Times of India",International Business News: Tesla shares slumped about 5% in premarket trading after its CEO Elon Musk said he would sell 10% of his holdings _ about $20 billion worth _ in the e
66def7a4d7cae17447df355a0878b7c0abfc40988c354da5e17a41cad79c00c8,"RBI puts restrictions on Babaji Date Mahila Sahakari Bank, imposes Rs 5,000 withdrawal limit - Moneycontrol",This is the latest instance of the central bank clamping down on a co-operative bank.
